District,Soil_Type,Crop_Type,Day_After_Sowing,Temperature(°C),Humidity(%),Rainfall(mm),Area_in_Acre,Water_Requirement(L/day)
Latehar,Red Sandy Soil,Mustard,117,29.9,44.8,5.8,7.73,12960.0
Deoghar,Laterite Soil,Sesame,110,27.1,64.2,10.4,6.39,11266.0
Hazaribagh,Black Soil,Sugarcane,41,28.3,74.9,28.6,6.07,16781.0
Ranchi,Laterite Soil,Barley,115,26.7,82.5,12.3,4.81,9459.0
Dumka,Gravelly Soil,Sesame,81,24.2,48.6,32.7,4.72,9328.0
Giridih,Sandy Loam,Linseed,122,32.4,61.9,19.1,8.77,13671.0
Hazaribagh,Clay Loam,Sorghum,87,31.3,52.6,44.3,4.24,9506.0
Lohardaga,Clay Loam,Cotton,22,29.3,52.8,27.9,8.48,15968.0
Hazaribagh,Alluvial Soil,Sorghum,49,21.9,55.2,31.1,8.46,12972.0
Dumka,Alluvial Soil,Sesame,16,35.9,69.4,27.8,7.82,13072.0
Hazaribagh,Red Sandy Soil,Wheat,68,23.5,40.8,44.3,0.86,6800.0
Lohardaga,Alluvial Soil,Sesame,22,22.3,60.4,3.2,1.91,6564.0
Lohardaga,Alluvial Soil,Wheat,139,32.5,49.3,3.4,3.49,10893.0
Khunti,Red Sandy Soil,Maize,85,28.0,88.4,35.1,8.55,13196.0
Koderma,Gravelly Soil,Sesame,121,21.2,69.1,38.4,8.8,12379.0
Pakur,Black Soil,Maize,80,27.1,83.4,21.7,0.89,5864.0
Gumla,Red Sandy Soil,Sesame,55,35.4,49.8,17.6,3.58,9574.0
Palamu,Black Soil,Maize,35,32.3,80.5,13.9,8.58,14317.0
Deoghar,Alluvial Soil,Millet,34,27.3,60.7,11.7,2.87,7745.0
Dumka,Clay Loam,Maize,73,23.8,48.9,45.6,9.77,14971.0
Dhanbad,Alluvial Soil,Wheat,77,32.6,78.1,14.8,5.15,11471.0
Khunti,Sandy Loam,Groundnut,132,37.8,78.1,32.4,9.4,14889.0
Sahebganj,Black Soil,Barley,125,32.9,89.8,39.4,4.57,9078.0
Koderma,Black Soil,Maize,11,36.3,79.0,1.1,3.58,10018.0
Seraikela-Kharsawan,Sandy Loam,Groundnut,61,30.4,47.3,1.7,3.94,10227.0
Bokaro,Sandy Loam,Linseed,122,34.4,56.1,16.7,8.9,14223.0
Latehar,Gravelly Soil,Millet,35,37.9,62.6,34.8,3.64,9056.0
Seraikela-Kharsawan,Laterite Soil,Millet,69,35.5,46.3,13.0,6.86,12961.0
Gumla,Sandy Loam,Cotton,57,38.2,79.4,0.1,4.96,13096.0
Palamu,Black Soil,Mustard,139,28.6,66.3,14.4,9.45,13733.0
Gumla,Clay Loam,Linseed,12,38.1,87.2,4.5,2.01,7014.0
Seraikela-Kharsawan,Black Soil,Mustard,125,32.4,69.5,11.0,4.57,9205.0
Latehar,Black Soil,Jowar,43,37.4,66.1,16.7,1.68,7603.0
Chatra,Gravelly Soil,Mustard,147,20.8,43.6,6.4,5.99,10334.0
Palamu,Laterite Soil,Jowar,77,33.2,47.5,35.3,4.33,10019.0
Sahebganj,Laterite Soil,Sunflower,68,37.0,82.5,12.8,1.08,6949.0
Hazaribagh,Sandy Loam,Sugarcane,59,23.5,89.5,33.1,8.57,18273.0
Dhanbad,Alluvial Soil,Linseed,2,33.2,60.8,30.0,4.07,8866.0
Palamu,Black Soil,Mustard,136,36.5,80.5,44.9,5.19,9227.0
Pakur,Red Sandy Soil,Millet,21,25.8,71.4,4.4,4.37,8920.0
Ranchi,Alluvial Soil,Cotton,101,28.1,88.0,10.7,5.14,11796.0
Dumka,Alluvial Soil,Groundnut,86,31.4,51.9,43.3,0.66,6077.0
Seraikela-Kharsawan,Laterite Soil,Sesame,122,30.4,67.2,41.1,8.25,12752.0
Dhanbad,Laterite Soil,Ragi,75,20.8,60.4,9.6,3.66,8136.0
Deoghar,Gravelly Soil,Maize,75,22.0,67.1,5.4,7.38,12659.0
Koderma,Gravelly Soil,Mustard,83,22.0,53.4,42.8,1.12,4562.0
Seraikela-Kharsawan,Laterite Soil,Ragi,78,25.2,64.9,8.9,5.48,10275.0
Jamtara,Clay Loam,Jowar,21,24.9,71.2,43.6,9.13,13112.0
Godda,Clay Loam,Groundnut,120,34.8,44.1,48.1,4.28,10175.0
Khunti,Red Sandy Soil,Rice,12,31.5,77.1,11.0,2.37,11687.0
Giridih,Laterite Soil,Wheat,83,35.3,75.3,42.0,1.44,7571.0
Khunti,Sandy Loam,Mustard,113,21.4,84.0,21.2,8.66,11556.0
Godda,Gravelly Soil,Linseed,15,29.7,61.3,39.4,2.77,7013.0
Pakur,Laterite Soil,Sesame,113,26.5,43.1,20.4,9.76,15009.0
Dumka,Clay Loam,Wheat,141,37.0,63.1,3.5,2.85,10287.0
Palamu,Laterite Soil,Mustard,124,34.2,46.9,35.6,5.07,10071.0
Chatra,Clay Loam,Rice,141,37.4,72.4,7.5,4.85,14968.0
Bokaro,Laterite Soil,Linseed,115,20.9,42.4,46.4,1.09,4880.0
Giridih,Black Soil,Maize,147,34.4,58.7,20.9,5.55,12011.0
Palamu,Sandy Loam,Linseed,32,30.8,44.1,4.1,6.89,12465.0
Chatra,Red Sandy Soil,Sugarcane,99,36.5,40.2,11.4,7.55,20466.0
Gumla,Black Soil,Sorghum,87,30.1,88.0,43.1,5.46,9568.0
Gumla,Sandy Loam,Ragi,149,30.8,89.8,16.1,8.22,12684.0
Lohardaga,Clay Loam,Sorghum,112,21.0,67.8,42.8,7.64,11450.0
Latehar,Gravelly Soil,Sunflower,142,33.4,51.9,8.6,2.34,8851.0
Palamu,Gravelly Soil,Barley,24,25.5,85.6,23.4,4.32,8534.0
Jamtara,Alluvial Soil,Linseed,49,20.4,86.2,43.9,1.85,4326.0
Dumka,Sandy Loam,Sesame,32,21.3,82.7,2.4,1.77,5671.0
Seraikela-Kharsawan,Laterite Soil,Groundnut,75,39.1,67.2,15.2,7.27,13560.0
Deoghar,Red Sandy Soil,Groundnut,109,26.9,43.7,45.5,5.54,10709.0
Pakur,Laterite Soil,Maize,11,37.4,44.4,29.8,6.21,13222.0
Hazaribagh,Laterite Soil,Sorghum,68,39.2,84.8,35.8,7.46,12720.0
Koderma,Sandy Loam,Cotton,90,38.9,83.8,42.1,3.13,10364.0
Lohardaga,Red Sandy Soil,Sesame,110,37.6,61.7,26.2,4.31,9995.0
Dhanbad,Alluvial Soil,Millet,133,37.9,56.4,42.3,6.26,11712.0
Simdega,Black Soil,Mustard,32,25.8,72.2,31.9,1.42,4896.0
Dhanbad,Laterite Soil,Barley,71,23.0,80.3,34.3,8.41,12315.0
Jamtara,Red Sandy Soil,Cotton,74,32.8,76.6,7.6,3.76,11290.0
Godda,Alluvial Soil,Barley,138,29.8,70.8,47.0,6.76,11376.0
Palamu,Black Soil,Millet,99,22.0,51.6,39.8,9.96,14016.0
Deoghar,Laterite Soil,Wheat,21,33.6,53.1,12.7,5.02,12233.0
Ranchi,Red Sandy Soil,Mustard,40,31.3,76.2,29.0,2.54,6504.0
Ranchi,Black Soil,Sunflower,42,37.3,80.1,18.8,2.56,8411.0
Palamu,Sandy Loam,Linseed,72,32.2,45.8,33.0,1.07,6156.0
Giridih,Gravelly Soil,Sesame,46,31.5,49.4,49.7,7.79,12764.0
Lohardaga,Gravelly Soil,Sunflower,82,28.8,74.0,2.3,3.29,8804.0
Godda,Laterite Soil,Millet,73,29.3,59.4,47.6,2.14,6536.0
Giridih,Laterite Soil,Sesame,118,39.1,68.2,3.6,7.28,13372.0
Bokaro,Black Soil,Groundnut,41,22.8,70.7,23.0,3.44,7839.0
Deoghar,Red Sandy Soil,Groundnut,94,28.9,78.8,24.1,6.2,10944.0
Latehar,Gravelly Soil,Mustard,132,33.1,80.3,13.4,4.47,8803.0
Khunti,Laterite Soil,Sugarcane,99,28.7,54.0,28.3,3.67,15054.0
Chatra,Alluvial Soil,Maize,142,25.7,67.1,41.7,5.15,10073.0
Pakur,Laterite Soil,Maize,142,25.7,46.2,14.7,3.48,9570.0
Godda,Gravelly Soil,Groundnut,53,24.7,82.1,3.5,8.77,13407.0
Latehar,Clay Loam,Groundnut,128,26.9,82.3,31.6,1.19,5479.0
Lohardaga,Gravelly Soil,Ragi,29,37.4,55.0,37.6,0.79,6528.0
Ranchi,Alluvial Soil,Sesame,23,30.1,48.0,47.7,4.36,9276.0
Simdega,Red Sandy Soil,Sunflower,85,24.8,43.5,8.0,2.14,8055.0
Simdega,Alluvial Soil,Millet,96,27.7,68.7,45.1,7.57,11577.0
Hazaribagh,Clay Loam,Sunflower,71,22.1,44.6,24.1,3.86,9150.0
Bokaro,Clay Loam,Rice,8,38.1,74.0,11.8,2.98,13034.0
Deoghar,Laterite Soil,Sesame,76,28.2,73.9,48.1,3.91,7851.0
Giridih,Laterite Soil,Jowar,100,39.6,70.7,11.9,2.59,8691.0
Dhanbad,Gravelly Soil,Sugarcane,16,27.0,83.8,36.7,3.35,13502.0
Ranchi,Sandy Loam,Sorghum,93,36.7,58.9,39.2,5.9,11619.0
Bokaro,Alluvial Soil,Cotton,6,25.1,85.1,21.5,8.71,14937.0
Seraikela-Kharsawan,Gravelly Soil,Jowar,37,21.5,41.8,34.5,4.02,8726.0
Hazaribagh,Sandy Loam,Linseed,95,20.6,45.6,28.6,3.55,7570.0
Giridih,Gravelly Soil,Linseed,61,32.1,60.6,9.6,7.93,13030.0
Dhanbad,Clay Loam,Millet,18,26.2,69.7,38.0,0.71,4679.0
Chatra,Laterite Soil,Jowar,111,28.9,41.6,46.4,3.37,8584.0
Seraikela-Kharsawan,Laterite Soil,Jowar,95,36.4,68.4,24.4,4.8,10400.0
Deoghar,Gravelly Soil,Millet,16,25.0,55.4,49.7,6.21,10254.0
Jamtara,Laterite Soil,Sesame,104,26.2,84.4,21.4,1.98,5940.0
Deoghar,Red Sandy Soil,Ragi,14,36.9,66.7,24.0,4.61,10219.0
Khunti,Gravelly Soil,Sorghum,103,29.9,69.4,33.7,5.88,10714.0
Pakur,Clay Loam,Groundnut,68,36.6,87.3,9.3,5.35,10905.0
Godda,Black Soil,Linseed,30,27.5,78.2,45.1,5.96,9362.0
Hazaribagh,Gravelly Soil,Groundnut,60,28.0,61.9,40.1,6.79,11631.0
Gumla,Gravelly Soil,Mustard,53,23.3,63.8,43.6,4.1,7344.0
Pakur,Laterite Soil,Jowar,64,38.3,72.4,30.5,1.1,6648.0
Pakur,Clay Loam,Cotton,14,37.9,50.0,44.2,1.03,9136.0
Chatra,Gravelly Soil,Ragi,23,39.7,44.4,34.0,8.66,15018.0
Hazaribagh,Laterite Soil,Ragi,122,28.0,55.6,25.6,6.94,11960.0
Dhanbad,Alluvial Soil,Millet,7,36.4,78.9,46.6,7.76,12301.0
Pakur,Clay Loam,Cotton,10,28.3,52.9,22.0,9.32,16823.0
Lohardaga,Sandy Loam,Sorghum,102,29.1,46.5,25.0,7.63,13245.0
Ranchi,Red Sandy Soil,Barley,13,36.6,51.0,8.5,7.08,13740.0
Dhanbad,Sandy Loam,Sesame,127,23.5,73.9,47.4,6.73,10215.0
Seraikela-Kharsawan,Black Soil,Maize,48,24.4,70.7,11.1,2.96,8257.0
Hazaribagh,Clay Loam,Mustard,5,26.3,74.4,10.1,9.59,13486.0
Chatra,Gravelly Soil,Maize,61,35.8,56.1,5.1,5.65,12645.0
Khunti,Laterite Soil,Sunflower,122,27.5,85.0,22.7,2.61,7256.0
Gumla,Black Soil,Mustard,90,27.2,62.6,13.7,2.49,6758.0
Jamtara,Clay Loam,Sugarcane,103,40.0,65.7,37.0,8.25,20239.0
Godda,Red Sandy Soil,Millet,90,27.7,87.4,15.4,2.88,6920.0
Lohardaga,Clay Loam,Maize,3,25.0,89.0,36.0,0.89,5200.0
Sahebganj,Black Soil,Cotton,24,32.5,73.1,9.8,4.57,12131.0
Giridih,Laterite Soil,Millet,117,36.0,87.2,11.5,8.26,13214.0
Pakur,Sandy Loam,Cotton,98,21.4,67.1,40.3,4.44,10461.0
Godda,Alluvial Soil,Jowar,84,32.4,55.4,18.6,8.13,13836.0
Gumla,Sandy Loam,Maize,119,20.7,55.8,5.6,8.36,13844.0
Dhanbad,Laterite Soil,Jowar,42,30.5,67.9,48.1,8.65,13201.0
Ranchi,Black Soil,Sesame,148,25.1,70.3,8.9,6.09,10613.0
Seraikela-Kharsawan,Laterite Soil,Groundnut,41,26.1,62.0,7.5,7.14,12440.0
Lohardaga,Red Sandy Soil,Barley,82,29.3,84.2,17.9,2.99,7736.0
Hazaribagh,Clay Loam,Linseed,102,38.5,61.3,4.8,1.45,7265.0
Hazaribagh,Clay Loam,Sugarcane,148,34.2,53.7,7.8,5.56,17913.0
Dhanbad,Sandy Loam,Sugarcane,6,38.7,40.4,42.3,0.6,13112.0
Palamu,Black Soil,Sesame,122,33.2,88.5,8.6,4.92,9713.0
Gumla,Alluvial Soil,Maize,25,20.1,81.2,5.6,1.47,6132.0
Koderma,Alluvial Soil,Wheat,41,25.3,70.8,44.0,1.53,6756.0
Deoghar,Red Sandy Soil,Barley,3,38.1,81.5,22.2,8.77,14391.0
Chatra,Laterite Soil,Sunflower,108,32.9,80.5,7.9,6.58,12197.0
Seraikela-Kharsawan,Red Sandy Soil,Rice,57,39.6,86.6,29.1,6.63,16110.0
Ranchi,Clay Loam,Linseed,83,23.1,59.3,2.1,4.34,8729.0
Palamu,Gravelly Soil,Linseed,74,25.9,67.7,21.4,4.43,8461.0
Dhanbad,Gravelly Soil,Sorghum,133,27.2,44.9,29.5,3.38,8763.0
Bokaro,Gravelly Soil,Mustard,86,26.5,88.3,47.9,4.63,7373.0
Gumla,Laterite Soil,Linseed,97,25.0,89.3,16.3,6.08,9475.0
Deoghar,Red Sandy Soil,Sugarcane,15,28.9,79.5,38.3,2.27,12709.0
Gumla,Black Soil,Millet,88,32.8,62.7,6.6,2.99,8457.0
Dhanbad,Sandy Loam,Groundnut,94,26.2,64.8,21.7,5.2,10142.0
Latehar,Clay Loam,Jowar,126,21.6,61.8,11.2,4.16,8742.0
Seraikela-Kharsawan,Gravelly Soil,Rice,100,34.2,54.7,24.6,8.29,18277.0
Latehar,Black Soil,Sunflower,39,29.2,66.4,20.9,8.31,13720.0
Bokaro,Alluvial Soil,Linseed,79,31.1,42.7,49.0,3.69,8439.0
Pakur,Red Sandy Soil,Millet,39,29.1,89.6,45.9,4.78,8284.0
Sahebganj,Clay Loam,Maize,52,37.8,61.2,29.1,9.78,16342.0
Koderma,Clay Loam,Barley,131,31.2,86.4,8.8,8.36,13412.0
Chatra,Alluvial Soil,Sugarcane,126,38.5,76.2,27.8,2.55,14258.0
Dhanbad,Alluvial Soil,Mustard,66,30.2,54.5,39.6,3.16,7453.0
Simdega,Alluvial Soil,Sesame,45,25.9,51.1,1.9,1.29,6609.0
Gumla,Gravelly Soil,Rice,22,27.1,89.8,21.7,6.94,15222.0
Jamtara,Gravelly Soil,Sesame,83,30.4,78.6,2.1,3.51,8450.0
Khunti,Red Sandy Soil,Sugarcane,138,30.6,52.5,12.2,5.6,17541.0
Ranchi,Alluvial Soil,Sorghum,149,33.7,43.4,4.6,7.8,14376.0
Deoghar,Sandy Loam,Wheat,17,24.5,74.8,48.0,8.44,13386.0
Hazaribagh,Clay Loam,Wheat,67,33.2,55.2,8.4,3.59,10786.0
Latehar,Alluvial Soil,Sunflower,7,35.6,51.1,7.5,2.75,9527.0
Deoghar,Clay Loam,Linseed,101,33.5,76.7,48.6,8.56,12537.0
Latehar,Laterite Soil,Sunflower,36,29.6,74.0,25.8,4.12,9244.0
Bokaro,Black Soil,Wheat,67,39.8,64.1,37.9,8.31,15309.0
Palamu,Laterite Soil,Groundnut,77,28.1,87.1,16.4,1.92,6489.0
Dhanbad,Alluvial Soil,Jowar,87,22.1,74.0,26.6,9.16,13118.0
Khunti,Clay Loam,Maize,72,36.4,84.7,0.3,5.09,11383.0
Latehar,Black Soil,Millet,59,24.2,49.5,20.4,2.12,6847.0
Seraikela-Kharsawan,Laterite Soil,Linseed,20,34.3,54.8,27.8,5.58,10710.0
Sahebganj,Alluvial Soil,Sugarcane,129,23.6,45.2,25.7,8.77,19960.0
Palamu,Clay Loam,Sorghum,109,20.3,55.2,20.3,4.2,8768.0
Latehar,Alluvial Soil,Millet,14,23.2,88.6,39.4,2.19,5264.0
Deoghar,Gravelly Soil,Millet,24,27.5,88.1,25.1,5.98,9785.0
Lohardaga,Clay Loam,Sugarcane,110,22.1,78.0,31.8,8.43,18364.0
Khunti,Laterite Soil,Jowar,134,24.0,66.1,9.2,1.65,6383.0
Latehar,Alluvial Soil,Linseed,38,35.3,79.0,43.1,0.89,5088.0
Khunti,Laterite Soil,Groundnut,129,35.4,67.7,18.1,1.03,6877.0
Dhanbad,Alluvial Soil,Ragi,41,36.3,40.2,24.1,2.69,9032.0
Dumka,Red Sandy Soil,Groundnut,31,36.8,65.1,17.6,0.57,6645.0
Khunti,Laterite Soil,Sorghum,36,28.4,69.9,44.6,4.57,9021.0
Chatra,Laterite Soil,Sorghum,105,37.4,53.3,45.0,7.13,12971.0
Seraikela-Kharsawan,Sandy Loam,Barley,109,30.5,50.2,11.2,7.25,13270.0
Simdega,Black Soil,Sunflower,31,29.4,53.7,37.6,6.55,12027.0
Koderma,Gravelly Soil,Ragi,113,34.4,71.2,5.1,3.31,8912.0
Latehar,Laterite Soil,Sorghum,131,24.3,47.3,1.5,7.49,13071.0
Chatra,Clay Loam,Maize,61,35.8,76.0,41.8,5.98,11644.0
Khunti,Black Soil,Barley,6,28.6,61.1,6.6,8.68,14275.0
Gumla,Alluvial Soil,Jowar,20,22.5,57.7,7.7,5.04,9905.0
Seraikela-Kharsawan,Red Sandy Soil,Millet,111,22.4,80.4,30.3,2.21,5632.0
Latehar,Clay Loam,Maize,61,23.3,65.3,40.8,6.53,11285.0
Deoghar,Black Soil,Barley,141,37.8,58.9,9.5,1.93,8453.0
Bokaro,Clay Loam,Linseed,23,39.8,83.9,5.7,9.65,14899.0
Palamu,Clay Loam,Sunflower,79,27.1,58.4,3.9,7.18,12960.0
Sahebganj,Clay Loam,Barley,31,25.8,83.0,1.2,7.69,12456.0
Chatra,Black Soil,Wheat,4,24.4,65.2,5.8,6.95,13018.0
Ranchi,Red Sandy Soil,Groundnut,118,36.5,50.4,47.1,1.43,7326.0
Seraikela-Kharsawan,Sandy Loam,Cotton,66,24.2,70.6,4.8,4.92,11826.0
Latehar,Gravelly Soil,Barley,144,38.5,54.3,29.9,6.69,13013.0
Godda,Laterite Soil,Rice,115,33.3,47.4,46.0,2.68,12368.0
Dhanbad,Black Soil,Ragi,31,37.9,44.3,31.4,6.96,13193.0
Chatra,Clay Loam,Wheat,123,31.1,52.1,1.6,8.29,15505.0
Latehar,Laterite Soil,Linseed,43,33.8,76.8,29.8,3.11,7490.0
Chatra,Black Soil,Millet,4,32.4,81.9,45.2,2.4,6479.0
Bokaro,Laterite Soil,Mustard,48,36.6,83.1,16.1,8.89,13435.0
Bokaro,Clay Loam,Groundnut,144,36.7,53.5,15.7,0.55,7001.0
Palamu,Sandy Loam,Jowar,89,31.8,73.0,12.4,2.93,8172.0
Hazaribagh,Black Soil,Sugarcane,126,32.7,51.5,25.3,4.36,16279.0
Chatra,Laterite Soil,Jowar,77,38.4,71.1,11.9,6.89,12859.0
Latehar,Alluvial Soil,Wheat,65,38.6,84.4,36.2,9.97,16274.0
Chatra,Laterite Soil,Linseed,69,33.3,42.0,32.2,4.02,9346.0
Lohardaga,Gravelly Soil,Sesame,14,20.2,89.3,20.0,9.51,12751.0
Sahebganj,Clay Loam,Sunflower,75,22.1,81.4,36.1,3.98,7926.0
Lohardaga,Red Sandy Soil,Sunflower,29,37.2,78.1,4.9,7.11,13289.0
Pakur,Laterite Soil,Sunflower,79,21.7,74.6,37.5,2.07,6152.0
Dhanbad,Sandy Loam,Rice,94,24.3,78.5,30.1,4.87,13043.0
Godda,Alluvial Soil,Jowar,66,24.6,89.7,31.5,8.78,12419.0
Latehar,Alluvial Soil,Sorghum,115,32.0,78.5,3.2,3.54,8921.0
Jamtara,Red Sandy Soil,Sesame,40,31.5,57.6,30.9,1.5,6604.0
Giridih,Gravelly Soil,Sorghum,143,25.8,70.7,24.7,5.47,10035.0
Lohardaga,Red Sandy Soil,Rice,32,24.2,56.8,24.3,4.68,13610.0
Seraikela-Kharsawan,Gravelly Soil,Sugarcane,20,35.3,88.5,16.1,2.68,13933.0
Giridih,Laterite Soil,Sorghum,53,38.7,85.0,0.4,9.1,15012.0
Dhanbad,Clay Loam,Mustard,49,21.1,68.4,21.1,6.22,9556.0
Pakur,Sandy Loam,Groundnut,89,22.7,79.1,20.0,3.8,7997.0
Ranchi,Alluvial Soil,Groundnut,82,32.8,85.5,21.1,9.96,14953.0
Chatra,Red Sandy Soil,Cotton,1,36.1,52.2,30.6,1.81,9942.0
Chatra,Sandy Loam,Rice,61,35.8,69.0,15.0,8.56,18470.0
Bokaro,Gravelly Soil,Sugarcane,130,34.4,64.1,13.5,2.69,14637.0
Dhanbad,Clay Loam,Barley,94,37.7,78.6,24.9,2.78,8394.0
Sahebganj,Alluvial Soil,Barley,17,24.3,59.0,29.6,5.23,9998.0
Hazaribagh,Alluvial Soil,Millet,117,22.1,75.4,28.4,6.79,10370.0
Ranchi,Gravelly Soil,Rice,106,32.3,60.1,44.1,7.06,16305.0
Palamu,Clay Loam,Maize,132,36.4,45.6,38.5,0.71,7412.0
Simdega,Alluvial Soil,Jowar,85,31.6,45.4,2.6,3.23,9476.0
Gumla,Clay Loam,Linseed,43,39.3,46.0,28.2,6.78,12666.0
Palamu,Alluvial Soil,Linseed,76,35.9,41.6,20.9,8.95,14774.0
Pakur,Laterite Soil,Millet,140,34.0,66.6,18.1,6.86,12100.0
Pakur,Gravelly Soil,Millet,50,21.2,73.6,47.9,3.03,6184.0
Latehar,Clay Loam,Sesame,61,22.2,46.3,22.8,5.32,9995.0
Gumla,Sandy Loam,Millet,104,35.7,70.6,36.0,6.65,11582.0
Gumla,Laterite Soil,Sorghum,51,24.0,69.9,48.4,1.79,5725.0
Chatra,Black Soil,Sugarcane,77,20.6,47.4,7.6,5.68,16866.0
Khunti,Sandy Loam,Sesame,98,38.2,60.2,2.7,4.98,11240.0
Seraikela-Kharsawan,Gravelly Soil,Linseed,83,37.8,77.8,15.7,3.7,8732.0
Palamu,Alluvial Soil,Linseed,78,24.4,40.8,2.2,6.42,11492.0
Khunti,Black Soil,Sunflower,5,35.6,47.3,5.8,6.54,13465.0
Deoghar,Sandy Loam,Groundnut,138,21.0,89.8,49.6,9.73,12844.0
Seraikela-Kharsawan,Laterite Soil,Millet,88,25.7,76.7,48.0,4.57,8079.0
Khunti,Black Soil,Groundnut,17,32.5,63.2,34.6,5.55,10912.0
Bokaro,Black Soil,Groundnut,65,35.3,71.5,37.6,2.0,7333.0
Koderma,Clay Loam,Rice,124,20.2,82.3,7.0,5.71,13821.0
Bokaro,Red Sandy Soil,Sugarcane,21,26.5,82.1,29.8,0.84,11131.0
Pakur,Sandy Loam,Groundnut,111,24.3,56.2,7.7,1.92,7210.0
Simdega,Red Sandy Soil,Millet,107,40.0,64.6,18.9,2.13,8014.0
Dhanbad,Gravelly Soil,Sugarcane,22,33.4,71.9,17.3,6.51,18047.0
Pakur,Sandy Loam,Millet,69,28.1,43.6,30.7,5.89,10978.0
Hazaribagh,Sandy Loam,Sesame,36,21.5,87.3,4.0,8.08,11831.0
Hazaribagh,Clay Loam,Wheat,149,32.0,61.6,5.2,4.91,11858.0
Chatra,Alluvial Soil,Jowar,73,32.8,58.5,30.5,5.01,10425.0
Ranchi,Laterite Soil,Wheat,91,36.3,85.4,31.8,2.03,8162.0
Palamu,Laterite Soil,Wheat,126,25.8,45.9,17.0,7.56,14123.0
Deoghar,Laterite Soil,Sesame,146,39.6,42.0,7.3,0.53,7384.0
Deoghar,Gravelly Soil,Rice,99,28.8,74.3,44.3,4.54,13005.0
Jamtara,Black Soil,Maize,15,25.9,59.3,2.6,2.29,8249.0
Sahebganj,Alluvial Soil,Linseed,44,27.0,78.2,35.9,7.82,11356.0
Pakur,Red Sandy Soil,Sorghum,97,30.4,43.4,7.0,6.9,13098.0
Deoghar,Laterite Soil,Sunflower,36,38.7,59.2,31.9,7.21,13566.0
Palamu,Red Sandy Soil,Jowar,30,34.7,51.8,33.2,1.91,7662.0
Khunti,Alluvial Soil,Rice,26,31.5,77.0,40.2,6.85,15586.0
Dumka,Gravelly Soil,Millet,85,23.3,51.4,19.8,7.06,11652.0
Ranchi,Alluvial Soil,Rice,101,23.0,62.9,1.1,0.53,9621.0
Simdega,Clay Loam,Millet,121,30.0,80.9,40.6,3.52,7481.0
Sahebganj,Black Soil,Maize,31,34.6,85.8,22.2,1.33,6972.0
Dhanbad,Laterite Soil,Groundnut,17,35.0,76.1,42.4,6.97,12039.0
Palamu,Gravelly Soil,Rice,98,24.5,61.5,38.8,2.52,11049.0
Latehar,Clay Loam,Sorghum,126,22.0,68.6,24.9,3.01,7254.0
Dhanbad,Laterite Soil,Cotton,24,27.7,74.5,50.0,1.24,7475.0
Lohardaga,Alluvial Soil,Sunflower,122,38.4,83.7,23.1,5.1,10867.0
Simdega,Alluvial Soil,Groundnut,132,30.9,84.4,34.8,0.81,5372.0
Seraikela-Kharsawan,Sandy Loam,Ragi,137,26.4,86.5,33.5,8.53,12305.0
Sahebganj,Sandy Loam,Mustard,130,26.5,80.5,25.9,0.75,4167.0
Simdega,Alluvial Soil,Rice,123,22.6,47.3,29.3,1.09,10045.0
Deoghar,Alluvial Soil,Millet,38,29.5,77.4,39.9,6.58,10610.0
Sahebganj,Red Sandy Soil,Jowar,143,35.8,80.7,28.6,9.21,14297.0
Latehar,Black Soil,Rice,131,39.4,83.9,22.5,8.98,18653.0
Sahebganj,Red Sandy Soil,Millet,57,30.0,86.2,33.1,1.29,5242.0
Palamu,Black Soil,Linseed,42,23.3,65.5,1.8,3.24,7469.0
Godda,Clay Loam,Maize,53,33.7,72.8,5.5,5.45,11726.0
Seraikela-Kharsawan,Sandy Loam,Wheat,119,35.1,40.5,6.3,0.75,8619.0
Ranchi,Sandy Loam,Rice,121,21.4,68.6,21.3,5.52,13876.0
Koderma,Alluvial Soil,Barley,56,37.0,63.7,43.6,4.75,10367.0
Sahebganj,Alluvial Soil,Ragi,87,36.6,88.1,32.2,6.09,10863.0
Dumka,Clay Loam,Mustard,76,29.5,85.1,48.6,9.24,12365.0
Godda,Gravelly Soil,Barley,85,31.2,79.9,2.0,3.11,8493.0
Chatra,Gravelly Soil,Groundnut,85,34.3,42.8,36.1,6.57,12694.0
Chatra,Gravelly Soil,Ragi,81,33.5,60.1,15.7,4.58,10213.0
Giridih,Sandy Loam,Groundnut,8,20.3,74.8,1.2,4.63,9092.0
Sahebganj,Red Sandy Soil,Wheat,11,22.4,41.5,41.3,6.65,12519.0
Chatra,Gravelly Soil,Linseed,138,23.3,51.8,8.1,9.54,14054.0
Sahebganj,Laterite Soil,Linseed,115,35.1,84.4,10.7,8.7,13364.0
Khunti,Clay Loam,Wheat,81,28.8,46.5,17.0,6.58,13425.0
Koderma,Gravelly Soil,Groundnut,87,30.9,42.6,39.4,4.88,10604.0
Chatra,Laterite Soil,Rice,42,35.5,69.0,31.2,4.53,14086.0
Koderma,Gravelly Soil,Sugarcane,37,26.8,87.3,13.2,7.98,18477.0
Simdega,Red Sandy Soil,Rice,92,35.0,81.7,8.4,2.57,12151.0
Godda,Red Sandy Soil,Mustard,85,28.8,88.7,5.5,6.08,9889.0
Latehar,Gravelly Soil,Groundnut,59,27.5,77.7,7.5,5.3,10269.0
Khunti,Laterite Soil,Barley,37,26.7,61.9,43.4,6.67,11315.0
Godda,Clay Loam,Sorghum,21,39.3,87.3,46.1,2.28,7269.0
